OPPORTUNITY_ID,OPPORTUNITY_NAME,STAGE_NAME,STAGE_START_DATE,STAGE_END_DATE,DAYS_IN_STAGE,TOTAL_AMOUNT
006Uy00000BQahTIAT,EcoFactory - Energy Focus Track - MMSD,6 Won,2024-10-28 18:16:52 UTC,2024-10-28 00:00:00 UTC,0,150000
006Uy00000BRSmhIAH,"FCX 2 Electric Meters - Tishman Speyer - 175 Varick, 5th, 6th FL",4 Proposal Submitted,2024-07-01 18:56:36 UTC,2025-02-20 13:26:24 UTC,234,7000
006Uy00000BRSmhIAH,"FCX 2 Electric Meters - Tishman Speyer - 175 Varick, 5th, 6th FL",5 Negotiation/Review,2025-02-20 13:26:24 UTC,2025-02-25 21:25:46 UTC,5,7000
006Uy00000BRSmhIAH,"FCX 2 Electric Meters - Tishman Speyer - 175 Varick, 5th, 6th FL",6 Won,2025-02-25 21:25:46 UTC,2025-02-25 00:00:00 UTC,0,7000
006Uy00000BRxIbIAL,Rady Children's Hospital CUP O&M,1 Prospecting,2024-07-01 19:22:02 UTC,2024-10-04 15:21:36 UTC,95,7500000
006Uy00000BRxIbIAL,Rady Children's Hospital CUP O&M,2 Qualified,2024-10-04 15:21:36 UTC,2025-08-11 13:43:38 UTC,311,25000000
006Uy00000BRxIbIAL,Rady Children's Hospital CUP O&M,4 Proposal Submitted,2025-08-11 13:43:38 UTC,2025-10-07 17:09:12 UTC,57,17000000
006Uy00000BRxIbIAL,Rady Children's Hospital CUP O&M,7 Lost,2025-10-07 17:09:12 UTC,2025-10-27 00:00:00 UTC,20,17000000
006Uy00000BULohIAH,CBRE - 1 Express Drive Newburgh NY - 2024 Basebuilding Thermospection Survey,4 Proposal Submitted,2024-07-02 15:51:17 UTC,2024-09-13 17:23:53 UTC,73,3705
006Uy00000BULohIAH,CBRE - 1 Express Drive Newburgh NY - 2024 Basebuilding Thermospection Survey,8 Abandoned,2024-09-13 17:23:53 UTC,2024-09-13 00:00:00 UTC,0,3705
006Uy00000BV077IAD,"MDM - Torrington Properties - 411 Mass Ave - Acton, MA",4 Proposal Submitted,2024-07-02 18:28:43 UTC,2024-07-02 20:36:36 UTC,0,12000
006Uy00000BV077IAD,"MDM - Torrington Properties - 411 Mass Ave - Acton, MA",5 Negotiation/Review,2024-07-02 20:36:36 UTC,2024-07-11 16:11:58 UTC,9,12000
006Uy00000BV077IAD,"MDM - Torrington Properties - 411 Mass Ave - Acton, MA",6 Won,2024-07-11 16:11:58 UTC,2024-07-11 00:00:00 UTC,0,12000
006Uy00000BVov4IAD,FCX Electric Meters - Campbell Dawes - 601 Lexington,4 Proposal Submitted,2024-07-02 20:11:01 UTC,2024-07-03 13:24:45 UTC,1,27600
006Uy00000BVov4IAD,FCX Electric Meters - Campbell Dawes - 601 Lexington,5 Negotiation/Review,2024-07-03 13:24:45 UTC,2024-07-12 15:27:43 UTC,9,27600
006Uy00000BVov4IAD,FCX Electric Meters - Campbell Dawes - 601 Lexington,6 Won,2024-07-12 15:27:43 UTC,2024-10-04 00:00:00 UTC,84,27600
006Uy00000BXtLzIAL,Electrical Single Line - SLG 485 Lexington Ave,4 Proposal Submitted,2024-07-03 15:50:53 UTC,2025-03-27 12:04:23 UTC,267,36080
006Uy00000BXtLzIAL,Electrical Single Line - SLG 485 Lexington Ave,8 Abandoned,2025-03-27 12:04:23 UTC,2025-08-01 00:00:00 UTC,127,36080
006Uy00000BYEblIAH,FCx Cell Modem - Park Property Group - 268 Summer St Boston,4 Proposal Submitted,2024-07-03 17:38:30 UTC,2024-09-04 20:54:16 UTC,63,4200
006Uy00000BYEblIAH,FCx Cell Modem - Park Property Group - 268 Summer St Boston,5 Negotiation/Review,2024-09-04 20:54:16 UTC,2024-09-20 19:46:59 UTC,16,4200
006Uy00000BYEblIAH,FCx Cell Modem - Park Property Group - 268 Summer St Boston,6 Won,2024-09-20 19:46:59 UTC,2024-09-20 00:00:00 UTC,0,4200
006Uy00000BZIgUIAX,RCD2-DCIM-Meta-Leased Space-Richmond VA,3 Discovery,2024-07-03 19:57:54 UTC,2024-11-05 16:48:31 UTC,125,182060
006Uy00000BZIgUIAX,RCD2-DCIM-Meta-Leased Space-Richmond VA,5 Negotiation/Review,2024-11-05 16:48:31 UTC,2024-11-07 11:49:10 UTC,2,118370
006Uy00000BZIgUIAX,RCD2-DCIM-Meta-Leased Space-Richmond VA,6 Won,2024-11-07 11:49:10 UTC,2024-11-07 00:00:00 UTC,0,118370
006Uy00000BchKCIAZ,Encina WWA DBOOM RNG/CHP,1 Prospecting,2024-07-05 14:36:05 UTC,2024-07-11 18:06:53 UTC,6,67000000
006Uy00000BchKCIAZ,Encina WWA DBOOM RNG/CHP,2 Qualified,2024-07-11 18:06:53 UTC,2024-07-17 18:05:27 UTC,6,67000000
006Uy00000BchKCIAZ,Encina WWA DBOOM RNG/CHP,3 Discovery,2024-07-17 18:05:27 UTC,2025-01-01 00:00:00 UTC,168,67000000
006Uy00000BiknFIAR,"UBM, Stag Industrial, 10 site pilot, US locations",1 Prospecting,2024-07-08 15:50:18 UTC,2024-07-11 18:00:58 UTC,3,10000
006Uy00000BiknFIAR,"UBM, Stag Industrial, 10 site pilot, US locations",4 Proposal Submitted,2024-07-11 18:00:58 UTC,2025-08-12 21:44:57 UTC,397,7700
006Uy00000BiknFIAR,"UBM, Stag Industrial, 10 site pilot, US locations",8 Abandoned,2025-08-12 21:44:57 UTC,2025-11-14 00:00:00 UTC,94,7700
006Uy00000BiseJIAR,"Enterprise Account Management - Oracle-Cx, QA QC",0 Target,2024-07-08 16:17:21 UTC,2024-07-19 20:44:47 UTC,11,1
006Uy00000BiseJIAR,"Enterprise Account Management - Oracle-Cx, QA QC",1 Prospecting,2024-07-19 20:44:47 UTC,2025-05-30 21:04:45 UTC,315,1
006Uy00000BiseJIAR,"Enterprise Account Management - Oracle-Cx, QA QC",2 Qualified,2025-05-30 21:04:45 UTC,2026-06-30 00:00:00 UTC,396,1000008
006Uy00000BjK14IAF,"CO#5 for O&M Services 2024, NYU Langone, Brooklyn, NY",3 Discovery,2024-07-08 17:30:42 UTC,2024-07-17 20:23:14 UTC,9,125000
006Uy00000BjK14IAF,"CO#5 for O&M Services 2024, NYU Langone, Brooklyn, NY",4 Proposal Submitted,2024-07-17 20:23:14 UTC,2024-08-09 20:44:15 UTC,23,125000
006Uy00000BjK14IAF,"CO#5 for O&M Services 2024, NYU Langone, Brooklyn, NY",5 Negotiation/Review,2024-08-09 20:44:15 UTC,2024-08-13 12:46:19 UTC,4,125000
006Uy00000BjK14IAF,"CO#5 for O&M Services 2024, NYU Langone, Brooklyn, NY",6 Won,2024-08-13 12:46:19 UTC,2024-08-13 00:00:00 UTC,0,125000
006Uy00000BmaamIAB,FCx Multi Channel Meter CTs - Interstate  - 700 1Kendal Sq,4 Proposal Submitted,2024-07-09 16:46:23 UTC,2024-07-23 16:51:58 UTC,14,5168
006Uy00000BmaamIAB,FCx Multi Channel Meter CTs - Interstate  - 700 1Kendal Sq,5 Negotiation/Review,2024-07-23 16:51:58 UTC,2024-07-31 16:29:16 UTC,8,4418
006Uy00000BmaamIAB,FCx Multi Channel Meter CTs - Interstate  - 700 1Kendal Sq,6 Won,2024-07-31 16:29:16 UTC,2024-07-31 00:00:00 UTC,0,4418
006Uy00000BnE6kIAF,Stanford School of Medicine EF-1 -5 Monitoring Turnkey Project Implementation MSLS,4 Proposal Submitted,2024-07-09 19:04:38 UTC,2024-11-08 04:39:26 UTC,122,24726
006Uy00000BnE6kIAF,Stanford School of Medicine EF-1 -5 Monitoring Turnkey Project Implementation MSLS,6 Won,2024-11-08 04:39:26 UTC,2024-11-07 00:00:00 UTC,-1,24726
006Uy00000BnM7WIAV,Stanford School of Medicine AR078 on/off switch Turnkey Project Implementation RAF,4 Proposal Submitted,2024-07-09 18:48:38 UTC,2024-07-16 17:15:14 UTC,7,8985
006Uy00000BnM7WIAV,Stanford School of Medicine AR078 on/off switch Turnkey Project Implementation RAF,6 Won,2024-07-16 17:15:14 UTC,2024-07-16 00:00:00 UTC,0,8985
006Uy00000BnQPdIAN,Stanford School of Medicine PXC Replacement Turnkey Project Implementation CCSR T401,4 Proposal Submitted,2024-07-09 18:56:44 UTC,2026-02-14 00:00:00 UTC,585,5049
006Uy00000BpEnNIAV,FIC Field Servers - B&G Electrical - Belmont Retail Village,4 Proposal Submitted,2024-07-10 12:07:45 UTC,2024-07-22 18:03:09 UTC,12,25080
006Uy00000BpEnNIAV,FIC Field Servers - B&G Electrical - Belmont Retail Village,5 Negotiation/Review,2024-07-22 18:03:09 UTC,2024-07-25 23:53:59 UTC,3,25080
006Uy00000BpEnNIAV,FIC Field Servers - B&G Electrical - Belmont Retail Village,6 Won,2024-07-25 23:53:59 UTC,2024-07-25 00:00:00 UTC,0,25080
006Uy00000BpXmnIAF,O&M Contract Renewal Cliffs Rockport IN,3 Discovery,2024-07-10 14:05:24 UTC,2024-08-04 17:22:11 UTC,25,20000000
006Uy00000BpXmnIAF,O&M Contract Renewal Cliffs Rockport IN,8 Abandoned,2024-08-04 17:22:11 UTC,2025-01-01 00:00:00 UTC,150,20000000
006Uy00000BpZobIAF,Scope Expansion Feed Water Change BASF Freeport TX,2 Qualified,2024-07-10 14:13:50 UTC,2024-08-04 17:25:07 UTC,25,1000000
006Uy00000BpZobIAF,Scope Expansion Feed Water Change BASF Freeport TX,3 Discovery,2024-08-04 17:25:07 UTC,2024-08-22 20:12:32 UTC,18,1000000
006Uy00000BpZobIAF,Scope Expansion Feed Water Change BASF Freeport TX,4 Proposal Submitted,2024-08-22 20:12:32 UTC,2024-09-27 12:10:06 UTC,36,1000000
006Uy00000BpZobIAF,Scope Expansion Feed Water Change BASF Freeport TX,6 Won,2024-09-27 12:10:06 UTC,2024-09-27 00:00:00 UTC,0,1000000
006Uy00000BpsjDIAR,LDV1-DCIM Services-Meta-Leased Space-Ashburn VA,3 Discovery,2024-07-10 16:46:42 UTC,2024-09-30 16:42:19 UTC,82,275370
006Uy00000BpsjDIAR,LDV1-DCIM Services-Meta-Leased Space-Ashburn VA,5 Negotiation/Review,2024-09-30 16:42:19 UTC,2024-10-15 14:39:26 UTC,15,182765
006Uy00000BpsjDIAR,LDV1-DCIM Services-Meta-Leased Space-Ashburn VA,6 Won,2024-10-15 14:39:26 UTC,2024-10-15 00:00:00 UTC,0,182765
006Uy00000Bq3EoIAJ,FCx AMI J Calnan Forsyth 1st Floor 100 Chestnut Somerville MA,4 Proposal Submitted,2024-07-10 16:25:30 UTC,2024-08-07 13:47:06 UTC,28,45879
006Uy00000Bq3EoIAJ,FCx AMI J Calnan Forsyth 1st Floor 100 Chestnut Somerville MA,5 Negotiation/Review,2024-08-07 13:47:06 UTC,2024-08-12 14:36:03 UTC,5,45879
006Uy00000Bq3EoIAJ,FCx AMI J Calnan Forsyth 1st Floor 100 Chestnut Somerville MA,6 Won,2024-08-12 14:36:03 UTC,2024-08-12 00:00:00 UTC,0,45879
006Uy00000BqMyzIAF,"FCx AMI - Lincoln Property Co - 150 CPD Cambridge, MA",4 Proposal Submitted,2024-07-10 16:55:33 UTC,2025-08-30 00:50:10 UTC,416,12000
006Uy00000BqMyzIAF,"FCx AMI - Lincoln Property Co - 150 CPD Cambridge, MA",1 Prospecting,2025-08-30 00:50:10 UTC,2025-10-31 00:00:00 UTC,62,12000
006Uy00000BqgzKIAR,Furnish (1) PM8240 Meterhead - Haugland Group,4 Proposal Submitted,2024-07-10 18:12:53 UTC,2024-07-11 14:47:45 UTC,1,7500
006Uy00000BqgzKIAR,Furnish (1) PM8240 Meterhead - Haugland Group,5 Negotiation/Review,2024-07-11 14:47:45 UTC,2024-07-16 12:49:22 UTC,5,7500
006Uy00000BqgzKIAR,Furnish (1) PM8240 Meterhead - Haugland Group,6 Won,2024-07-16 12:49:22 UTC,2024-07-16 00:00:00 UTC,0,7500
006Uy00000Bql4ZIAR,Stanford School of Medicine RF-2 VFD Turnkey Project Implementation MSLS,4 Proposal Submitted,2024-07-10 18:46:13 UTC,2026-10-14 00:00:00 UTC,826,24949
006Uy00000BqqsDIAR,"Install flow meter - Durst - NY,NY",4 Proposal Submitted,2024-07-10 18:33:37 UTC,2024-09-10 20:36:29 UTC,62,1000
006Uy00000BqqsDIAR,"Install flow meter - Durst - NY,NY",5 Negotiation/Review,2024-09-10 20:36:29 UTC,2024-09-11 13:57:16 UTC,1,1000
006Uy00000BqqsDIAR,"Install flow meter - Durst - NY,NY",6 Won,2024-09-11 13:57:16 UTC,2024-09-11 00:00:00 UTC,0,1000
006Uy00000Bqx5jIAB,Stanford School of Medicine CCT Isolation Valve Actuators Controls Turnkey Project Implementation 855 California,4 Proposal Submitted,2024-07-10 19:23:19 UTC,2024-07-16 17:28:42 UTC,6,24985
006Uy00000Bqx5jIAB,Stanford School of Medicine CCT Isolation Valve Actuators Controls Turnkey Project Implementation 855 California,6 Won,2024-07-16 17:28:42 UTC,2024-07-16 00:00:00 UTC,0,24985
006Uy00000Br78HIAR,Stanford School of Medicine CCT CH-2&3 BACnet Integration Turnkey Project Implementation 855 California,4 Proposal Submitted,2024-07-10 19:25:39 UTC,2024-07-16 17:36:57 UTC,6,24981
006Uy00000Br78HIAR,Stanford School of Medicine CCT CH-2&3 BACnet Integration Turnkey Project Implementation 855 California,6 Won,2024-07-16 17:36:57 UTC,2024-07-16 00:00:00 UTC,0,24981
006Uy00000BrmD6IAJ,JCC Ridgecrest CH Roof Replacement,3 Discovery,2024-07-10 23:13:00 UTC,2024-08-13 19:09:01 UTC,34,1500000
006Uy00000BrmD6IAJ,JCC Ridgecrest CH Roof Replacement,4 Proposal Submitted,2024-08-13 19:09:01 UTC,2024-08-13 23:02:08 UTC,0,255470
006Uy00000BrmD6IAJ,JCC Ridgecrest CH Roof Replacement,7 Lost,2024-08-13 23:02:08 UTC,2024-09-02 00:00:00 UTC,20,255470
006Uy00000Bs32bIAB,JCC Antonovich CH Roof Replacement,3 Discovery,2024-07-10 23:15:35 UTC,2024-08-13 19:12:38 UTC,34,6200000
006Uy00000Bs32bIAB,JCC Antonovich CH Roof Replacement,4 Proposal Submitted,2024-08-13 19:12:38 UTC,2024-12-24 22:01:17 UTC,133,6200000
006Uy00000Bs32bIAB,JCC Antonovich CH Roof Replacement,7 Lost,2024-12-24 22:01:17 UTC,2024-12-24 00:00:00 UTC,0,6200000
006Uy00000BsGfnIAF,"BILH- battery peer review - Burlington, ma",4 Proposal Submitted,2024-07-11 02:03:57 UTC,2025-08-15 00:00:00 UTC,400,7300
006Uy00000BsujdIAB,FCx 2 Meters and CTs- Granite City Electric- 1165 BP TPKE Norwood MA,4 Proposal Submitted,2024-07-11 12:27:21 UTC,2024-07-12 12:11:37 UTC,1,18207
006Uy00000BsujdIAB,FCx 2 Meters and CTs- Granite City Electric- 1165 BP TPKE Norwood MA,5 Negotiation/Review,2024-07-12 12:11:37 UTC,2024-07-22 21:29:45 UTC,10,13655
006Uy00000BsujdIAB,FCx 2 Meters and CTs- Granite City Electric- 1165 BP TPKE Norwood MA,6 Won,2024-07-22 21:29:45 UTC,2024-07-22 00:00:00 UTC,0,13655
006Uy00000BszY2IAJ,O&M Contract WWTP Plant Miller Quincy AL,1 Prospecting,2024-07-11 13:49:14 UTC,2026-04-01 00:00:00 UTC,629,6000000
006Uy00000BszwDIAR,CITGO Lemont OWS Pilot,1 Prospecting,2024-07-11 13:08:40 UTC,2024-09-12 19:43:56 UTC,63,50000
006Uy00000BszwDIAR,CITGO Lemont OWS Pilot,2 Qualified,2024-09-12 19:43:56 UTC,2024-12-11 20:31:34 UTC,90,165000
006Uy00000BszwDIAR,CITGO Lemont OWS Pilot,4 Proposal Submitted,2024-12-11 20:31:34 UTC,2026-04-03 00:00:00 UTC,478,165000
006Uy00000Bt3mvIAB,O&M Contract HPD ZLD Alabama Power Plant Miller Quinton AL,1 Prospecting,2024-07-11 13:28:29 UTC,2026-01-12 00:00:00 UTC,550,15000000
006Uy00000BtuG9IAJ,Water Meter Inspection - 601 Lex - The Hugh Kiosks,3 Discovery,2024-07-11 16:26:34 UTC,2024-07-12 15:50:38 UTC,1,3200
006Uy00000BtuG9IAJ,Water Meter Inspection - 601 Lex - The Hugh Kiosks,4 Proposal Submitted,2024-07-12 15:50:38 UTC,2024-07-24 14:59:03 UTC,12,3200
006Uy00000BtuG9IAJ,Water Meter Inspection - 601 Lex - The Hugh Kiosks,5 Negotiation/Review,2024-07-24 14:59:03 UTC,2024-07-31 14:03:15 UTC,7,3200
006Uy00000BtuG9IAJ,Water Meter Inspection - 601 Lex - The Hugh Kiosks,6 Won,2024-07-31 14:03:15 UTC,2024-07-31 00:00:00 UTC,0,3200
006Uy00000BuOqvIAF,"HRSG & Battery Storage Project Development - Freeport Electric - Freeport, NY",1 Prospecting,2024-07-11 17:55:32 UTC,2025-07-09 19:50:59 UTC,363,100000
006Uy00000BuOqvIAF,"HRSG & Battery Storage Project Development - Freeport Electric - Freeport, NY",8 Abandoned,2025-07-09 19:50:59 UTC,2025-07-31 00:00:00 UTC,22,60000
006Uy00000BuQuLIAV,Vizient RFI,2 Qualified,2024-07-11 18:02:40 UTC,2024-11-15 20:37:41 UTC,127,950000
006Uy00000BuQuLIAV,Vizient RFI,3 Discovery,2024-11-15 20:37:41 UTC,2025-01-10 16:47:21 UTC,56,950000
006Uy00000BuQuLIAV,Vizient RFI,4 Proposal Submitted,2025-01-10 16:47:21 UTC,2025-02-03 19:00:45 UTC,24,950000
006Uy00000BuQuLIAV,Vizient RFI,7 Lost,2025-02-03 19:00:45 UTC,2025-04-11 00:00:00 UTC,67,950000
006Uy00000BudN1IAJ,Hewlett Packard Enterprise Energy Management,3 Discovery,2024-07-11 20:14:43 UTC,2025-01-10 16:48:55 UTC,183,925000
006Uy00000BudN1IAJ,Hewlett Packard Enterprise Energy Management,4 Proposal Submitted,2025-01-10 16:48:55 UTC,2025-05-28 15:16:31 UTC,138,450000
006Uy00000BudN1IAJ,Hewlett Packard Enterprise Energy Management,8 Abandoned,2025-05-28 15:16:31 UTC,2025-07-16 00:00:00 UTC,49,450000
006Uy00000BujQlIAJ,Barton Creek Mall Austin-Simon,4 Proposal Submitted,2024-07-11 19:39:29 UTC,2024-12-02 17:29:23 UTC,144,35000
006Uy00000BujQlIAJ,Barton Creek Mall Austin-Simon,8 Abandoned,2024-12-02 17:29:23 UTC,2024-12-02 00:00:00 UTC,0,35000
006Uy00000BunyzIAB,"FCx Cell Modem Upgrade-Mig Corporation - 526 Main Acton, MA",4 Proposal Submitted,2024-07-11 19:25:24 UTC,2024-12-12 20:43:25 UTC,154,3200
006Uy00000BunyzIAB,"FCx Cell Modem Upgrade-Mig Corporation - 526 Main Acton, MA",5 Negotiation/Review,2024-12-12 20:43:25 UTC,2024-12-23 19:07:10 UTC,11,2500
006Uy00000BunyzIAB,"FCx Cell Modem Upgrade-Mig Corporation - 526 Main Acton, MA",6 Won,2024-12-23 19:07:10 UTC,2024-12-23 00:00:00 UTC,0,2500
006Uy00000BvC2wIAF,Re-Cx (1) Meter - Tishman Speyer - 1270 AOTA suite 1010,4 Proposal Submitted,2024-07-11 20:51:33 UTC,2024-07-12 13:27:36 UTC,1,1250
006Uy00000BvC2wIAF,Re-Cx (1) Meter - Tishman Speyer - 1270 AOTA suite 1010,5 Negotiation/Review,2024-07-12 13:27:36 UTC,2024-07-15 14:45:05 UTC,3,1250
006Uy00000BvC2wIAF,Re-Cx (1) Meter - Tishman Speyer - 1270 AOTA suite 1010,6 Won,2024-07-15 14:45:05 UTC,2024-07-15 00:00:00 UTC,0,1250
006Uy00000BwoCdIAJ,Energy Management - Regeneron -Sleepy Hollow,5 Negotiation/Review,2024-07-12 14:16:45 UTC,2024-07-15 12:41:29 UTC,3,15744
006Uy00000BwoCdIAJ,Energy Management - Regeneron -Sleepy Hollow,6 Won,2024-07-15 12:41:29 UTC,2024-07-15 00:00:00 UTC,0,15744
006Uy00000Bws4vIAB,O&M WWTP Contract Croda New Castle DE,1 Prospecting,2024-07-12 14:12:19 UTC,2024-08-12 14:16:00 UTC,31,300000
006Uy00000Bws4vIAB,O&M WWTP Contract Croda New Castle DE,8 Abandoned,2024-08-12 14:16:00 UTC,2024-09-01 00:00:00 UTC,20,300000
006Uy00000C14IoIAJ,Cx (2) Water Meters - Boston Properties - 250 West 55th St (,4 Proposal Submitted,2024-07-14 01:36:22 UTC,2024-07-18 20:48:45 UTC,4,2600
006Uy00000C14IoIAJ,Cx (2) Water Meters - Boston Properties - 250 West 55th St (,5 Negotiation/Review,2024-07-18 20:48:45 UTC,2024-07-23 18:08:37 UTC,5,2600
006Uy00000C14IoIAJ,Cx (2) Water Meters - Boston Properties - 250 West 55th St (,6 Won,2024-07-23 18:08:37 UTC,2024-07-23 00:00:00 UTC,0,2600
006Uy00000C37KbIAJ,ATI Materials WWTP & Filter Press Operations only,1 Prospecting,2024-07-15 14:01:16 UTC,2024-11-06 13:48:24 UTC,114,60000000
006Uy00000C37KbIAJ,ATI Materials WWTP & Filter Press Operations only,3 Discovery,2024-11-06 13:48:24 UTC,2024-12-20 22:49:35 UTC,44,60000000
006Uy00000C37KbIAJ,ATI Materials WWTP & Filter Press Operations only,4 Proposal Submitted,2024-12-20 22:49:35 UTC,2025-01-30 16:34:14 UTC,41,7500000
006Uy00000C37KbIAJ,ATI Materials WWTP & Filter Press Operations only,5 Negotiation/Review,2025-01-30 16:34:14 UTC,2025-02-12 17:12:01 UTC,13,7500000
006Uy00000C37KbIAJ,ATI Materials WWTP & Filter Press Operations only,8 Abandoned,2025-02-12 17:12:01 UTC,2025-02-12 00:00:00 UTC,0,7500000
006Uy00000C3WMDIA3,Stanford LKSC Electrical Resilience Q3 Support,4 Proposal Submitted,2024-07-15 15:26:51 UTC,2024-07-15 21:42:52 UTC,0,125750
006Uy00000C3WMDIA3,Stanford LKSC Electrical Resilience Q3 Support,6 Won,2024-07-15 21:42:52 UTC,2024-07-15 00:00:00 UTC,0,22153
006Uy00000C40fIIAR,Troubleshoot CVS BTU meter - Boston Properties - 399 Park NYC,4 Proposal Submitted,2024-07-15 18:22:16 UTC,2024-07-16 12:50:35 UTC,1,2000
006Uy00000C40fIIAR,Troubleshoot CVS BTU meter - Boston Properties - 399 Park NYC,5 Negotiation/Review,2024-07-16 12:50:35 UTC,2024-07-25 16:10:42 UTC,9,2000
006Uy00000C40fIIAR,Troubleshoot CVS BTU meter - Boston Properties - 399 Park NYC,6 Won,2024-07-25 16:10:42 UTC,2024-07-25 00:00:00 UTC,0,2000
006Uy00000C6mFxIAJ,"Recycling & GHG Dashboard - GreenLabs Recycling - Somerville, MA",3 Discovery,2024-07-16 13:30:03 UTC,2024-07-19 13:09:39 UTC,3,18200
006Uy00000C6mFxIAJ,"Recycling & GHG Dashboard - GreenLabs Recycling - Somerville, MA",4 Proposal Submitted,2024-07-19 13:09:39 UTC,2024-07-19 13:36:03 UTC,0,18200
006Uy00000C6mFxIAJ,"Recycling & GHG Dashboard - GreenLabs Recycling - Somerville, MA",7 Lost,2024-07-19 13:36:03 UTC,2024-09-30 00:00:00 UTC,73,18200
006Uy00000C6opdIAB,Certainteed KS - Additional Meters,4 Proposal Submitted,2024-07-16 13:41:00 UTC,2024-09-26 02:14:05 UTC,72,68305
006Uy00000C6opdIAB,Certainteed KS - Additional Meters,5 Negotiation/Review,2024-09-26 02:14:05 UTC,2024-10-03 17:57:25 UTC,7,68305
006Uy00000C6opdIAB,Certainteed KS - Additional Meters,6 Won,2024-10-03 17:57:25 UTC,2024-10-03 00:00:00 UTC,0,68305
006Uy00000C8QcmIAF,"Thermoscan, Taconic, 619 W54th, New York, NY",3 Discovery,2024-07-16 20:39:46 UTC,2024-08-29 14:44:10 UTC,44,20000
006Uy00000C8QcmIAF,"Thermoscan, Taconic, 619 W54th, New York, NY",4 Proposal Submitted,2024-08-29 14:44:10 UTC,2024-09-09 18:14:27 UTC,11,16224
006Uy00000C8QcmIAF,"Thermoscan, Taconic, 619 W54th, New York, NY",8 Abandoned,2024-09-09 18:14:27 UTC,2024-09-30 00:00:00 UTC,21,16224
006Uy00000C8TKTIA3,Service RCx+ P4P - Antelope Valley Hospital,1 Prospecting,2024-07-16 19:44:22 UTC,2024-12-12 19:05:54 UTC,149,225000
006Uy00000C8TKTIA3,Service RCx+ P4P - Antelope Valley Hospital,8 Abandoned,2024-12-12 19:05:54 UTC,2024-12-31 00:00:00 UTC,19,225000
006Uy00000C8UjZIAV,FCx (1) PM5110 - Tishman Speyer - 520 Madison Ave,4 Proposal Submitted,2024-07-16 19:49:36 UTC,2024-07-26 11:33:54 UTC,10,2900
006Uy00000C8UjZIAV,FCx (1) PM5110 - Tishman Speyer - 520 Madison Ave,5 Negotiation/Review,2024-07-26 11:33:54 UTC,2024-07-30 14:10:59 UTC,4,2900
006Uy00000C8UjZIAV,FCx (1) PM5110 - Tishman Speyer - 520 Madison Ave,6 Won,2024-07-30 14:10:59 UTC,2024-11-12 13:15:25 UTC,105,2900
006Uy00000C8UjZIAV,FCx (1) PM5110 - Tishman Speyer - 520 Madison Ave,8 Abandoned,2024-11-12 13:15:25 UTC,2024-11-12 00:00:00 UTC,0,2900
006Uy00000C8VsYIAV,FCX Power Quality Metering-TS-One Rock,4 Proposal Submitted,2024-07-16 20:05:16 UTC,2024-09-09 11:45:18 UTC,55,24675
006Uy00000C8VsYIAV,FCX Power Quality Metering-TS-One Rock,8 Abandoned,2024-09-09 11:45:18 UTC,2024-09-24 00:00:00 UTC,15,24675
006Uy00000C8e9SIAR,CBRE - 200 Vesey - 2024 Tech Room Thermospection Survey,4 Proposal Submitted,2024-07-16 20:51:59 UTC,2025-02-24 20:20:56 UTC,223,13024
006Uy00000C8e9SIAR,CBRE - 200 Vesey - 2024 Tech Room Thermospection Survey,5 Negotiation/Review,2025-02-24 20:20:56 UTC,2025-03-03 15:14:55 UTC,7,13024
006Uy00000C8e9SIAR,CBRE - 200 Vesey - 2024 Tech Room Thermospection Survey,6 Won,2025-03-03 15:14:55 UTC,2025-03-03 00:00:00 UTC,0,13024
006Uy00000C8ioBIAR,Service RCx+ PP Cha Hollywood Medical Center,1 Prospecting,2024-07-16 21:41:36 UTC,2024-08-14 22:47:40 UTC,29,132000
006Uy00000C8ioBIAR,Service RCx+ PP Cha Hollywood Medical Center,2 Qualified,2024-08-14 22:47:40 UTC,2024-11-18 18:53:17 UTC,96,132000
006Uy00000C8ioBIAR,Service RCx+ PP Cha Hollywood Medical Center,8 Abandoned,2024-11-18 18:53:17 UTC,2024-12-31 00:00:00 UTC,43,132000
006Uy00000C8jfOIAR,Service RCx+ P4P - Centinela Hospital Medical Center (Prime Healthcare),1 Prospecting,2024-07-16 21:23:58 UTC,2024-07-23 21:07:00 UTC,7,102000
006Uy00000C8jfOIAR,Service RCx+ P4P - Centinela Hospital Medical Center (Prime Healthcare),2 Qualified,2024-07-23 21:07:00 UTC,2024-11-18 18:33:42 UTC,118,102000
006Uy00000C8jfOIAR,Service RCx+ P4P - Centinela Hospital Medical Center (Prime Healthcare),8 Abandoned,2024-11-18 18:33:42 UTC,2024-11-18 18:35:15 UTC,0,102000
006Uy00000C8jfOIAR,Service RCx+ P4P - Centinela Hospital Medical Center (Prime Healthcare),7 Lost,2024-11-18 18:35:15 UTC,2024-11-18 00:00:00 UTC,0,102000
006Uy00000C8qDpIAJ,FCx Ultrasonic Meter - Hoobs Brook - 225 Wyman St Waltham MA,4 Proposal Submitted,2024-07-16 21:03:05 UTC,2025-06-18 11:03:22 UTC,337,5800
006Uy00000C8qDpIAJ,FCx Ultrasonic Meter - Hoobs Brook - 225 Wyman St Waltham MA,1 Prospecting,2025-06-18 11:03:22 UTC,2026-03-23 00:00:00 UTC,278,5800
